binary	address	name	code_origin	module_candidate	candidate_confidence	assignment_basis	direct_callers	direct_callees	follow_up_module	review_status
Z_DAT	0x2C319	sub_2C319	game_logic	scene	high	machine_code_unsigned_68_case_jump_table_and_program_counter_contract	0x25BBA,0x26B5E,0x29C36,0x2B308,0x2B3B4	0x20C32,0x2C319,0x2CC21,0x2D653,0x2D678,0x2D841,0x2DBF4,0x2DD45,0x2DD77,0x2DE03,0x2DE39,0x2DE7D,0x2DF0E,0x2E078,0x2E155,0x2E1E8,0x2E278,0x2E28A,0x2E29C,0x2E2D7,0x2E2F5,0x2E337,0x2E46B,0x2E536,0x2E639,0x2E659,0x2EB49,0x2ED8D,0x2F053,0x2F107,0x2F136,0x2F171,0x2F34C,0x2F39C,0x2F3F0,0x2F526,0x2F62F,0x2F6C2,0x2F6E3,0x2F721,0x2F890,0x2F8AB,0x2F8D1,0x2F966,0x2F9B5,0x2F9F2,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FEBF,0x2FEDF,0x2FF87,0x2FFB3,0x30035,0x30094,0x300D9,0x300FF,0x301D1,0x302E0,0x30559,0x30A5A,0x30B45,0x30B81,0x31284,0x312A6,0x31945,0x31C2F,0x31C4A,0x3CF45,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	scene_event	manual_reviewed
Z_DAT	0x2CC21	sub_2CC21	game_logic	scene	high	machine_code_talk_archive_style_page_and_present_chain	0x2C319,0x2FF87,0x302E0,0x30480,0x312A6	0x20C32,0x29D2D,0x2CC21,0x2CEBF,0x2D1CD,0x2D372,0x2D590,0x3CF45,0x3D6D1,0x3D950,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	scene_event	manual_reviewed
Z_DAT	0x2CEBF	sub_2CEBF	library_or_platform	render	high	machine_code_rounded_blend_panel_and_border	0x21496,0x21AC0,0x22090,0x22A59,0x25BBA,0x25D0E,0x25F87,0x269AB,0x2A186,0x2A86C,0x2B483,0x2C0BB,0x2CC21,0x2D678,0x2DD77,0x2DE7D,0x2DF0E,0x2E155,0x2E659,0x2EB49,0x2F3F0,0x2F526,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FFB3,0x30035,0x312A6,0x31EB9,0x32E59,0x37734,0x38DAC,0x3B238,0x3B387,0x3B6BE,0x3BA85,0x3C2AC,0x3C6D3	0x2CEBF,0x3D8AD,0x3D8D8,0x3ED1E	scene_event	manual_reviewed
Z_DAT	0x2D1CD	sub_2D1CD	library_or_platform	render	high	machine_code_rounded_panel_blend_only	0x2CC21	0x2D1CD,0x3D8AD,0x3ED1E	scene_event	manual_reviewed
Z_DAT	0x2D372	sub_2D372	library_or_platform	render	high	machine_code_rounded_panel_border_only	0x2CC21	0x2D372,0x3D8D8,0x3ED1E	scene_event	manual_reviewed
Z_DAT	0x2D501	sub_2D501	library_or_platform	render	high	machine_code_four_edge_rectangle_outline_preserving_interior	0x2A186	0x3D8D8,0x3ED1E	render	manual_reviewed
Z_DAT	0x2D590	sub_2D590	game_logic	scene	high	machine_code_hdgrp_archive_direct_head_index_and_sprite_draw	0x22A59,0x2CC21,0x3C6D3	0x20C32,0x2D590,0x3CF45,0x3D8FF,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	scene_event	manual_reviewed
Z_DAT	0x2D653	sub_2D653	game_logic	scene	high	machine_code_scene_render_and_present	0x2C319,0x2D678,0x2DE7D,0x2DF0E,0x2ED8D,0x2F053,0x2F171,0x2F3F0,0x2F526,0x2F9F2,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FFB3,0x301D1,0x302E0,0x30480,0x30B81,0x312A6	0x29D2D,0x3D6D1,0x3ED1E	scene_event	manual_reviewed
Z_DAT	0x2D678	sub_2D678	game_or_library_unclassified	unresolved	unreviewed	mechanical_catalog_only	0x2C319,0x302E0	0x20C32,0x2CEBF,0x2D653,0x2D678,0x2D841,0x3D6D1,0x3D832,0x3ED1E,0x3EEC7,0x3EF4A,0x3EF7D	framework_assignment	pending_assignment
Z_DAT	0x2D841	sub_2D841	game_logic	scene	high	machine_code_selective_event_fields_and_old_grid_relocation	0x2C319,0x2D678,0x2F053,0x2F9F2,0x300FF,0x301D1,0x302E0,0x30559,0x30B81,0x312A6,0x31945	0x20C32,0x2D841,0x3CF45,0x3DABF,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	scene_event	manual_reviewed
