binary	address	end	size	name	instruction_count	basic_blocks	direct_callers	direct_callees	code_origin
Z_DAT	0x28975	0x28C55	736	sub_28975	170	38	0x27A26	0x2841A,0x28975,0x3D832,0x3D8D8,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x28E40	0x29391	1361	sub_28E40	306	68	0x25911	0x212C0,0x2399E,0x28E40,0x29391,0x295D0,0x296E6,0x29819,0x299A1,0x29B3C,0x29C36,0x29D2D,0x2B3B4,0x2C0BB,0x3CBE3,0x3CC97,0x3CD17,0x3D6D1,0x3D6E0,0x3D922,0x3E1B2,0x3ED1E	game_or_library_unclassified
Z_DAT	0x29391	0x294AD	284	sub_29391	66	11	0x26B5E,0x28E40	0x20C32,0x29391,0x29537,0x3CF45,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x294AD	0x29537	138	sub_294AD	31	6	0x2E337,0x2F721	0x20C32,0x29391,0x294AD,0x3CF45,0x3DB07,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x29537	0x295D0	153	sub_29537	38	7	0x2E337,0x2F721	0x20C32,0x29537,0x3CF45,0x3DA66,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x295D0	0x296E6	278	sub_295D0	64	10	0x26B5E,0x28E40	0x20C32,0x29537,0x295D0,0x3CF45,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x296E6	0x29819	307	sub_296E6	60	18	0x26B5E,0x28E40	0x296E6,0x3ED1E	game_or_library_unclassified
Z_DAT	0x29819	0x299A1	392	sub_29819	87	26	0x26B5E,0x28E40,0x2F171	0x29819,0x3ED1E	game_or_library_unclassified
Z_DAT	0x299A1	0x29B3C	411	sub_299A1	90	29	0x26B5E,0x28E40,0x2F171	0x299A1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x29B3C	0x29C36	250	sub_29B3C	65	17	0x26B5E,0x28E40	0x29B3C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x29C36	0x29D2D	247	sub_29C36	59	13	0x26B5E,0x28E40	0x29C36,0x29D2D,0x2C319,0x3D6D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x29D2D	0x2A0D9	940	sub_29D2D	274	34	0x212C0,0x21496,0x21AC0,0x22090,0x22A59,0x25BBA,0x25D0E,0x26B5E,0x28E40,0x29C36,0x2A186,0x2A86C,0x2B308,0x2B3B4,0x2B483,0x2C0BB,0x2CC21,0x2D653,0x31EB9	0x20B22,0x29D2D,0x3D612,0x3D643,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2A0D9	0x2A10F	54	sub_2A0D9	16	1	0x212C0	0x2A10F,0x2A186,0x2A86C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2A10F	0x2A186	119	sub_2A10F	34	9	0x2A0D9,0x3A29C	0x2A10F,0x3ED1E,0x3EE90	game_or_library_unclassified
Z_DAT	0x2A186	0x2A74C	1478	sub_2A186	379	47	0x2A0D9,0x2A86C,0x3A29C	0x2558B,0x29D2D,0x2A186,0x2A74C,0x2A7E8,0x2CEBF,0x2D501,0x3AA85,0x3D643,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2A74C	0x2A7E8	156	sub_2A74C	43	2	0x2A186	0x3D8D8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2A7E8	0x2A86C	132	sub_2A7E8	40	2	0x2A186	0x2A74C,0x3D8D8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2A86C	0x2B227	2491	sub_2A86C	548	137	0x2A0D9,0x3A29C	0x20C32,0x22090,0x2558B,0x29D2D,0x2A186,0x2A86C,0x2B227,0x2B288,0x2B483,0x2BD8B,0x2CEBF,0x3AA85,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2B227	0x2B275	78	sub_2B227	16	4	0x2A86C,0x2F39C,0x3598C,0x3A30B,0x3C2AC	0x2B227,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2B288	0x2B308	128	sub_2B288	31	9	0x2A86C	0x2B288,0x2B308,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2B308	0x2B3B4	172	sub_2B308	41	5	0x2B288	0x29D2D,0x2B308,0x2C319,0x3D6D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2B3B4	0x2B483	207	sub_2B3B4	43	6	0x26B5E,0x28E40	0x29D2D,0x2B3B4,0x2C319,0x3D6D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2B483	0x2BD8B	2312	sub_2B483	474	85	0x2A86C,0x3598C	0x2558B,0x29D2D,0x2B483,0x2CEBF,0x3AA85,0x3D612,0x3D6D1,0x3D832,0x3ED1E,0x3EEC7,0x3EF4A,0x3F50B	game_or_library_unclassified
Z_DAT	0x2BD8B	0x2C0BB	816	sub_2BD8B	163	45	0x2A86C	0x2BD8B,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x2C0BB	0x2C175	186	sub_2C0BB	53	1	0x28E40	0x20C32,0x29D2D,0x2CEBF,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2C319	0x2CC06	2285	sub_2C319	524	89	0x25BBA,0x26B5E,0x29C36,0x2B308,0x2B3B4	0x20C32,0x2C319,0x2CC21,0x2D653,0x2D678,0x2D841,0x2DBF4,0x2DD45,0x2DD77,0x2DE03,0x2DE39,0x2DE7D,0x2DF0E,0x2E078,0x2E155,0x2E1E8,0x2E278,0x2E28A,0x2E29C,0x2E2D7,0x2E2F5,0x2E337,0x2E46B,0x2E536,0x2E639,0x2E659,0x2EB49,0x2ED8D,0x2F053,0x2F107,0x2F136,0x2F171,0x2F34C,0x2F39C,0x2F3F0,0x2F526,0x2F62F,0x2F6C2,0x2F6E3,0x2F721,0x2F890,0x2F8AB,0x2F8D1,0x2F966,0x2F9B5,0x2F9F2,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FEBF,0x2FEDF,0x2FF87,0x2FFB3,0x30035,0x30094,0x300D9,0x300FF,0x301D1,0x302E0,0x30559,0x30A5A,0x30B45,0x30B81,0x31284,0x312A6,0x31945,0x31C2F,0x31C4A,0x3CF45,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x2CC21	0x2CEBF	670	sub_2CC21	184	22	0x2C319,0x2FF87,0x302E0,0x30480,0x312A6	0x20C32,0x29D2D,0x2CC21,0x2CEBF,0x2D1CD,0x2D372,0x2D590,0x3CF45,0x3D6D1,0x3D950,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x2CEBF	0x2D1CD	782	sub_2CEBF	284	4	0x21496,0x21AC0,0x22090,0x22A59,0x25BBA,0x25D0E,0x25F87,0x269AB,0x2A186,0x2A86C,0x2B483,0x2C0BB,0x2CC21,0x2D678,0x2DD77,0x2DE7D,0x2DF0E,0x2E155,0x2E659,0x2EB49,0x2F3F0,0x2F526,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FFB3,0x30035,0x312A6,0x31EB9,0x32E59,0x37734,0x38DAC,0x3B238,0x3B387,0x3B6BE,0x3BA85,0x3C2AC,0x3C6D3	0x2CEBF,0x3D8AD,0x3D8D8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2D1CD	0x2D372	421	sub_2D1CD	163	4	0x2CC21	0x2D1CD,0x3D8AD,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2D372	0x2D501	399	sub_2D372	153	4	0x2CC21	0x2D372,0x3D8D8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2D501	0x2D590	143	sub_2D501	41	1	0x2A186	0x3D8D8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2D590	0x2D653	195	sub_2D590	49	5	0x22A59,0x2CC21,0x3C6D3	0x20C32,0x2D590,0x3CF45,0x3D8FF,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x2D653	0x2D678	37	sub_2D653	9	1	0x2C319,0x2D678,0x2DE7D,0x2DF0E,0x2ED8D,0x2F053,0x2F171,0x2F3F0,0x2F526,0x2F9F2,0x2FAB7,0x2FBC0,0x2FC9D,0x2FDA6,0x2FFB3,0x301D1,0x302E0,0x30480,0x30B81,0x312A6	0x29D2D,0x3D6D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2D678	0x2D841	457	sub_2D678	134	25	0x2C319,0x302E0	0x20C32,0x2CEBF,0x2D653,0x2D678,0x2D841,0x3D6D1,0x3D832,0x3ED1E,0x3EEC7,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2D841	0x2DBF4	947	sub_2D841	224	66	0x2C319,0x2D678,0x2F053,0x2F9F2,0x300FF,0x301D1,0x302E0,0x30559,0x30B81,0x312A6,0x31945	0x20C32,0x2D841,0x3CF45,0x3DABF,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x2DBF4	0x2DD45	337	sub_2DBF4	83	13	0x2C319	0x20C32,0x2DBF4,0x3CF45,0x3DABF,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x2DD45	0x2DD77	50	sub_2DD45	11	3	0x2C319	0x2DD45,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2DD77	0x2DE03	140	sub_2DD77	36	3	0x2C319	0x20C32,0x2CEBF,0x2DD77,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2DE03	0x2DE2C	41	sub_2DE03	12	3	0x2C319	0x2DE03,0x31C75,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2DE39	0x2DE53	26	sub_2DE39	6	2	0x2C319	0x3ED1E	game_or_library_unclassified
Z_DAT	0x2DE7D	0x2DF0E	145	sub_2DE7D	37	3	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2DE7D,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2DF0E	0x2E078	362	sub_2DF0E	91	10	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2DF0E,0x2E571,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2E078	0x2E155	221	sub_2E078	45	14	0x2C319,0x30559	0x2E078,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E155	0x2E1E8	147	sub_2E155	37	3	0x2C319	0x20C32,0x2CEBF,0x2E155,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2E1E8	0x2E278	144	sub_2E1E8	35	13	0x2C319	0x2E1E8,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E278	0x2E28A	18	sub_2E278	5	1	0x2C319,0x302E0,0x30480	0x3CD17,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E28A	0x2E29C	18	sub_2E28A	5	1	0x2C319,0x302E0	0x3CC97,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E29C	0x2E2D7	59	sub_2E29C	21	7	0x2C319	0x2E29C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E2D7	0x2E2F5	30	sub_2E2D7	8	3	0x2C319	0x2E2D7,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E2F5	0x2E337	66	sub_2E2F5	22	7	0x2C319	0x2E2F5,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E337	0x2E46B	308	sub_2E337	85	7	0x2C319	0x20C32,0x294AD,0x29537,0x2E337,0x3CF45,0x3DABF,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x2E46B	0x2E536	203	sub_2E46B	38	17	0x2C319	0x2E46B,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E536	0x2E571	59	sub_2E536	15	6	0x2C319	0x2E536,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E571	0x2E5E6	117	sub_2E571	37	10	0x2DF0E,0x312A6	0x2E571,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E639	0x2E659	32	sub_2E639	7	1	0x2C319	0x3ED1E	game_or_library_unclassified
Z_DAT	0x2E659	0x2EB49	1264	sub_2E659	330	28	0x2C319,0x30480	0x20C32,0x24C8D,0x2CEBF,0x2D678,0x2E659,0x3CD17,0x3CF19,0x3CF45,0x3D6D1,0x3D832,0x3D922,0x3DB47,0x3ED1E,0x3EE5F,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2EB49	0x2ED7D	564	sub_2EB49	153	25	0x2C319	0x20C32,0x24C8D,0x2CEBF,0x2EB49,0x3CC97,0x3CD17,0x3CF19,0x3D6D1,0x3D832,0x3D922,0x3ED1E,0x3EE5F,0x3EF4A	game_or_library_unclassified
Z_DAT	0x2ED8D	0x2F053	710	sub_2ED8D	196	80	0x2C319	0x2D653,0x2ED8D,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F053	0x2F107	180	sub_2F053	59	14	0x2C319	0x2D653,0x2D841,0x2ED8D,0x2F053,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F107	0x2F136	47	sub_2F107	12	4	0x2C319	0x2F107,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F136	0x2F15F	41	sub_2F136	10	3	0x2C319	0x2F136,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F171	0x2F34C	475	sub_2F171	150	49	0x2C319	0x29819,0x299A1,0x2D653,0x2ED8D,0x2F171,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F34C	0x2F39C	80	sub_2F34C	25	8	0x2C319,0x312A6	0x2F34C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F39C	0x2F3F0	84	sub_2F39C	24	8	0x2C319,0x312A6	0x2B227,0x2ED8D,0x2F39C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F3F0	0x2F526	310	sub_2F3F0	86	9	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2DF0E,0x2F3F0,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2F526	0x2F62F	265	sub_2F526	67	7	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2F526,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2F62F	0x2F6C2	147	sub_2F62F	41	9	0x2C319	0x2F62F,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F6C2	0x2F6E3	33	sub_2F6C2	9	3	0x2C319	0x2F6C2,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F6E3	0x2F721	62	sub_2F6E3	12	5	0x2C319	0x2F6E3,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F721	0x2F890	367	sub_2F721	105	21	0x2C319	0x20C32,0x294AD,0x29537,0x2D841,0x2F721,0x3CF45,0x3DABF,0x3DAE3,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x2F890	0x2F8AB	27	sub_2F890	6	1	0x2C319	0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F8AB	0x2F8D1	38	sub_2F8AB	9	1	0x2C319	0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F8D1	0x2F966	149	sub_2F8D1	44	10	0x2C319	0x2F8D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F966	0x2F9B5	79	sub_2F966	24	8	0x2C319	0x2F966,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F9B5	0x2F9F2	61	sub_2F9B5	21	7	0x2C319	0x2F9B5,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2F9F2	0x2FAB7	197	sub_2F9F2	71	12	0x2C319	0x2D653,0x2D841,0x2F9F2,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2FAB7	0x2FBC0	265	sub_2FAB7	67	7	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2FAB7,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2FBC0	0x2FC9D	221	sub_2FBC0	61	3	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2FBC0,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2FC9D	0x2FDA6	265	sub_2FC9D	67	7	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2FC9D,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2FDA6	0x2FEBF	281	sub_2FDA6	78	8	0x2C319	0x20C32,0x2CEBF,0x2D653,0x2FDA6,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A,0x3EF7D	game_or_library_unclassified
Z_DAT	0x2FEBF	0x2FEDF	32	sub_2FEBF	7	1	0x2C319	0x3ED1E	game_or_library_unclassified
Z_DAT	0x2FEDF	0x2FF87	168	sub_2FEDF	57	19	0x2C319	0x2FEDF,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2FF87	0x2FFB3	44	sub_2FF87	13	2	0x2C319	0x2CC21,0x2DE39,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x2FFB3	0x30035	130	sub_2FFB3	34	2	0x2C319	0x20C32,0x2CEBF,0x2D653,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x30035	0x30094	95	sub_30035	25	2	0x2C319	0x2CEBF,0x2FFB3,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x30094	0x300D9	69	sub_30094	14	3	0x2C319	0x30094,0x3ED1E	game_or_library_unclassified
Z_DAT	0x300D9	0x300FF	38	sub_300D9	10	3	0x2C319	0x300D9,0x3ED1E	game_or_library_unclassified
Z_DAT	0x300FF	0x301D1	210	sub_300FF	59	16	0x2C319	0x2D841,0x300FF,0x3ED1E,0x3EEC7	game_or_library_unclassified
Z_DAT	0x301D1	0x302E0	271	sub_301D1	90	11	0x2C319	0x2D653,0x2D841,0x301D1,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x302E0	0x30480	416	sub_302E0	131	16	0x2C319	0x2CC21,0x2D653,0x2D678,0x2D841,0x2E278,0x2E28A,0x302E0,0x30480,0x30510,0x3D612,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30480	0x30510	144	sub_30480	45	4	0x302E0	0x2CC21,0x2D653,0x2E278,0x2E659,0x30480,0x31C75,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30510	0x30559	73	sub_30510	13	4	0x302E0	0x30510,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30559	0x30A5A	1281	sub_30559	557	5	0x2C319	0x2D841,0x2E078,0x30559,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30A5A	0x30B45	235	sub_30A5A	61	11	0x2C319	0x20C32,0x30A5A,0x3CF45,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96,0x3EFB9	game_or_library_unclassified
Z_DAT	0x30B45	0x30B81	60	sub_30B45	20	7	0x2C319	0x30B45,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30B81	0x30C38	183	sub_30B81	63	10	0x2C319	0x2D653,0x2D841,0x30B81,0x30C3D,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x30C3D	0x3123C	1535	sub_30C3D	382	15	0x30B81	0x20C32,0x30C3D,0x31241,0x3CC97,0x3CD17,0x3CF45,0x3D643,0x3D6D1,0x3D6E0,0x3D922,0x3D939,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3DB83,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x31241	0x31280	63	sub_31241	14	1	0x30C3D	0x24C8D,0x3CF19,0x3DD57,0x3E25B,0x3ED1E,0x3EE5F,0x3EF96	game_or_library_unclassified
Z_DAT	0x31284	0x312A6	34	sub_31284	6	2	0x2C319	0x2DE39,0x3ED1E	game_or_library_unclassified
Z_DAT	0x312A6	0x3192E	1672	sub_312A6	473	79	0x2C319	0x2CC21,0x2CEBF,0x2D1CD,0x2D653,0x2D841,0x2E571,0x2F34C,0x2F39C,0x312A6,0x3D6D1,0x3D832,0x3ED1E,0x3EEC7,0x3EF4A	game_or_library_unclassified
Z_DAT	0x31945	0x31C2F	746	sub_31945	285	24	0x2C319	0x2D841,0x2DE39,0x31945,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x31C2F	0x31C4A	27	sub_31C2F	6	2	0x2C319	0x2DE39,0x3E1B2,0x3ED1E	game_or_library_unclassified
Z_DAT	0x31C4A	0x31C75	43	sub_31C4A	11	2	0x2C319	0x2DE39,0x3E288,0x3E2E2,0x3ED1E	game_or_library_unclassified
Z_DAT	0x31C75	0x31DA0	299	sub_31C75	72	4	0x2DE03,0x30480	0x31C75,0x31DA0,0x31EB9,0x3265C,0x3271E,0x3AA85,0x3CC97,0x3D6D1,0x3D6E0,0x3E1B2,0x3ED1E	game_or_library_unclassified
Z_DAT	0x31DA0	0x31EB9	281	sub_31DA0	80	11	0x31C75	0x20C32,0x31DA0,0x3CF45,0x3DA66,0x3DABF,0x3DB07,0x3DB2B,0x3ED1E,0x3EF96	game_or_library_unclassified
Z_DAT	0x31EB9	0x3265C	1955	sub_31EB9	453	86	0x31C75	0x29D2D,0x2CEBF,0x31EB9,0x3B1E6,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x3265C	0x3271E	194	sub_3265C	42	6	0x31C75	0x3265C,0x3B1E6,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3271E	0x32A51	819	sub_3271E	166	47	0x31C75	0x3271E,0x32A51,0x32E59,0x33599,0x35372,0x3AA85,0x3B238,0x3C563,0x3C672,0x3CD17,0x3D6D1,0x3ED1E	game_or_library_unclassified
Z_DAT	0x32A51	0x32B78	295	sub_32A51	69	16	0x3271E	0x32A51,0x32B78,0x3ED1E	game_or_library_unclassified
Z_DAT	0x32B78	0x32E2F	695	sub_32B78	131	7	0x32A51,0x3AA17	0x32B78,0x3B1E6,0x3ED1E	game_or_library_unclassified
Z_DAT	0x32E59	0x33567	1806	sub_32E59	476	108	0x3271E	0x22066,0x2CEBF,0x32E59,0x36A98,0x37734,0x39776,0x39B1F,0x39E88,0x3A29C,0x3A8A4,0x3AA17,0x3AA4B,0x3AA85,0x3C6D3,0x3D6D1,0x3D832,0x3ED1E,0x3EF4A	game_or_library_unclassified
Z_DAT	0x33599	0x33C4D	1716	sub_33599	440	77	0x3271E,0x3AA4B	0x33599,0x33C4D,0x33E93,0x340D9,0x341F6,0x343DA,0x34550,0x34AD3,0x34AEC,0x34C47,0x3540E,0x35803,0x3582B,0x361AC,0x36209,0x36210,0x363AC,0x3650E,0x3C6D3,0x3D612,0x3D6D1,0x3DB83,0x3ED1E	game_or_library_unclassified
Z_DAT	0x33C4D	0x33E93	582	sub_33C4D	123	30	0x33599	0x33C4D,0x3ED1E	game_or_library_unclassified
Z_DAT	0x33E93	0x340D9	582	sub_33E93	118	31	0x33599	0x33C4D,0x33E93,0x3ED1E	game_or_library_unclassified
Z_DAT	0x340D9	0x341F6	285	sub_340D9	68	16	0x33599	0x340D9,0x3ED1E	game_or_library_unclassified
Z_DAT	0x341F6	0x343DA	484	sub_341F6	117	19	0x33599	0x341F6,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x343DA	0x34550	374	sub_343DA	88	17	0x33599	0x343DA,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x34550	0x34AD3	1411	sub_34550	328	67	0x33599	0x34550,0x3D612,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x34AD3	0x34AEC	25	sub_34AD3	7	1	0x33599,0x34AEC,0x34C47,0x3540E,0x36210,0x363AC	0x3A8A4,0x3ED1E	game_or_library_unclassified
Z_DAT	0x34AEC	0x34C47	347	sub_34AEC	92	17	0x33599,0x35803	0x34AD3,0x34AEC,0x3650E,0x36E06,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x34C47	0x3505B	1044	sub_34C47	248	54	0x33599,0x3540E,0x3582B,0x361AC,0x36210,0x363AC	0x34AD3,0x34C47,0x3505B,0x35372,0x3650E,0x36E7F,0x37734,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3505B	0x3513A	223	sub_3505B	63	14	0x34C47,0x3582B	0x3505B,0x3513A,0x351A7,0x35217,0x35372,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3513A	0x351A7	109	sub_3513A	32	8	0x3505B	0x3513A,0x3ED1E	game_or_library_unclassified
Z_DAT	0x351A7	0x35217	112	sub_351A7	32	8	0x3505B,0x35217	0x351A7,0x3ED1E	game_or_library_unclassified
Z_DAT	0x35217	0x35372	347	sub_35217	91	27	0x3505B	0x351A7,0x35217,0x3ED1E	game_or_library_unclassified
Z_DAT	0x35372	0x3540E	156	sub_35372	39	8	0x34C47,0x3505B	0x35372,0x36E7F,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3540E	0x355FF	497	sub_3540E	115	11	0x33599	0x34AD3,0x34C47,0x3540E,0x355FF,0x3650E,0x36E7F,0x397E5,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x355FF	0x35667	104	sub_355FF	32	6	0x3540E	0x355FF,0x35667,0x3570F,0x3D612,0x3ED1E	game_or_library_unclassified
Z_DAT	0x35667	0x3570F	168	sub_35667	46	12	0x355FF	0x35667,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3570F	0x35803	244	sub_3570F	56	12	0x355FF	0x3570F,0x36E7F,0x3ED1E	game_or_library_unclassified
Z_DAT	0x35803	0x3582B	40	sub_35803	14	1	0x33599	0x34AEC,0x3598C,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3582B	0x3598C	353	sub_3582B	84	6	0x33599	0x34C47,0x3505B,0x3582B,0x3598C,0x3650E,0x36E7F,0x3ED1E	game_or_library_unclassified
Z_DAT	0x3598C	0x36133	1959	sub_3598C	440	75	0x35803,0x3582B	0x2B227,0x2B483,0x3598C,0x36133,0x3884A,0x38910,0x3D612,0x3DB83,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x36133	0x361AC	121	sub_36133	28	4	0x3598C	0x36133,0x3ED1E	game_or_library_unclassified
Z_DAT	0x361AC	0x36209	93	sub_361AC	22	4	0x33599	0x34C47,0x361AC,0x3650E,0x3ED1E	game_or_library_unclassified
Z_DAT	0x36209	0x36210	7	sub_36209	2	2	0x33599	0x361AC	game_or_library_unclassified
Z_DAT	0x36210	0x363AC	412	sub_36210	97	9	0x33599	0x34AD3,0x34C47,0x36210,0x3650E,0x36E7F,0x39EF7,0x3ED1E,0x3F50B	game_or_library_unclassified
Z_DAT	0x363AC	0x3650E	354	sub_363AC	79	9	0x33599	0x34AD3,0x34C47,0x363AC,0x3650E,0x36E7F,0x397E5,0x39B8E,0x3ED1E	game_or_library_unclassified
